,Zillow ID,address,zipcode,alat,alon,valuation,sqft,value sqft,neighborhood,tractCode,countyFips,stateFips,commuteTime,Region,Severity
4116,84140611,1157 Live Oak Loop,78610,30.111788,-97.912343,505945,2857,177.09,,10901,209,48,34.5,E5,0
4117,29324776,10111 Crumley Ranch Road,78738,30.269403,-98.023742,415787,944,440.45,,1768,453,48,33.1,J1,0
4118,79984472,13601 Arbor Hill Cove,78653,30.360587,-97.543472,296768,2789,106.41,,1856,453,48,26.4,M17,0
4119,29492337,8910 Young Lane,78737,30.215309,-97.922822,1493920,9393,159.05,Estates of Lewis Mountain,1733,453,48,25.8,H4,51
4120,125889988,11205 Whitefaulds Drive,78754,30.347288,-97.619149,245280,2305,106.41,Harris Branch,1856,453,48,26.4,M15,114
4121,29330770,1417 Bay Hill Drive,78746,30.281637,-97.832064,709416,2660,266.7,,1917,453,48,23.6,K7,70
4122,29471115,10901 Thaxton Road,78610,30.117864,-97.743347,336971,2680,125.74,Thaxton Place,2432,453,48,33.1,E10,0
4123,70337148,3416 Bunny Run,78746,30.336082,-97.8137,2019786,4817,419.3,,1912,453,48,21.5,M8,87
4124,29395010,3403 Touchstone Street,78723,30.289705,-97.6819,380193,1610,236.14,Pecan Springs Springdale,2107,453,48,23.8,K13,714
4125,29464096,6806 Canal Street,78741,30.227412,-97.695935,186426,832,224.07,Montopolis,2312,453,48,26.6,I12,1243
4126,29489003,8811 Honeycomb Drive,78737,30.218435,-97.91797,304690,1092,279.02,Estates of Lewis Mountain,1733,453,48,25.8,I4,0
4127,29393441,20913 Delorio Street,78653,30.278122,-97.485259,207357,1620,128,Kingsbery Park,2210,453,48,37.2,K19,0
4128,29373310,15753 Booth Circle,78641,30.434107,-97.909345,493787,2338,211.2,,1765,453,48,31.3,P5,0
4129,29433448,8838 Honeysuckle Trail,78759,30.380633,-97.74349,331577,1547,214.34,Mesa Forest,1707,453,48,21.4,N10,580
4130,29328879,7501 Sandio Loop,78735,30.274536,-97.857656,957174,4146,230.87,,1908,453,48,23.3,K6,1
4131,29439659,16841 Cameron Road,78653,30.409801,-97.539201,331918,1910,173.78,Magnolia Ranch Estates,1859,453,48,35.3,O17,0
4132,144261716,15611 Littig Road,78653,30.321806,-97.49224,649687,1216,534.28,Parsons Meadows,2209,453,48,31,L19,0
4133,58307823,6107 Jesse Bohls Drive,78660,30.435358,-97.563461,437056,2451,178.32,Magnolia Ranch Estates,1859,453,48,35.3,P17,0
4134,120901436,1312 South Quinlan Park Road,78732,30.330464,-97.926051,247026,1204,205.17,,1760,453,48,33.2,L4,0
4135,29486410,4703 Circle Oak Cove,78749,30.218618,-97.846522,433636,1941,223.41,Sunset,1738,453,48,24.9,I7,511
4136,29478204,9005 Blue Hill Court,78736,30.238973,-97.935605,392925,1660,236.7,,1768,453,48,33.1,I4,0
4137,29477617,8105 Pinto Path,78736,30.240406,-97.890196,290860,1194,243.6,West Oak Hill,1769,453,48,27.9,I5,175
4138,241939217,12405 Morelia Way,78652,30.122378,-97.813148,328933,2438,134.92,,2407,453,48,32.1,E8,1
4139,29496995,10601 La Plata Cove,78737,30.20488,-97.913983,602009,3301,182.37,Alta Mira,1733,453,48,25.8,H5,117
4140,29414401,202 East Lisa Drive,78752,30.334589,-97.709207,313886,1270,247.15,Highland,1503,453,48,20.4,M12,4350
4141,83822857,12606 Johnson Road,78653,30.382292,-97.507278,217695,1904,114.34,,1854,453,48,40.5,N19,0
4142,29444502,4509 Columbine Drive,78727,30.428515,-97.718968,303374,1678,180.79,Tomanet Estates,1846,453,48,23.8,P11,199
4143,119630532,16101 Anderson Road,78653,30.397672,-97.525637,348520,2092,166.6,Magnolia Ranch Estates,1856,453,48,26.4,O18,0
4144,29418522,15916 Voelker Lane,78621,30.348437,-97.468169,254957,2084,122.34,,2209,453,48,31,M20,0
4145,28595203,700 Kelly Smith Lane,78610,30.040927,-97.83556,287657,2325,123.72,,10908,209,48,34.3,B7,0
4146,29413642,6910 Bethune Avenue,78752,30.327963,-97.700047,203984,1296,157.4,St. Johns,1812,453,48,24.8,L12,3612
4147,29329442,2304 West 8th Street,78703,30.282046,-97.770955,832035,2162,384.85,Westfield,1602,453,48,19.2,K9,269
4148,83824969,11831 Doyle Overton Road,78617,30.069956,-97.64745,169315,1232,137.43,,2436,453,48,26.7,C14,0
4149,29410220,3306 Vintage Hills Cove,78723,30.319003,-97.666039,445271,2952,150.84,University Hills,2113,453,48,31.3,L13,1681
4150,29365578,3800 Red Bird Trail,78645,30.413191,-97.960221,655526,3247,201.89,,1780,453,48,39.3,O3,0
4151,144352725,5319 Turnersville Road,78610,30.071576,-97.737006,1033774,1897,544.95,,2434,453,48,32.3,C11,0
4152,29501741,5376 Austral Loop,78739,30.195548,-97.875508,482056,3028,159.2,,1770,453,48,26.8,H6,376
4153,29538897,440 East Park Street,78613,30.521583,-97.800042,535708,3282,163.23,,20313,491,48,23.8,S8,0
4154,70344295,212 Varco Drive,78738,30.337232,-97.956772,728224,4835,150.62,Vistas at Lakeway,1784,453,48,25.3,M3,0
4155,29363539,5006 Marshall Ford Road,78732,30.393271,-97.887694,314208,1575,199.5,Marshall Ford,1765,453,48,31.3,O5,0
4156,29511433,2915 Wadsworth Way,78748,30.174567,-97.843415,255224,1447,176.38,Tanglewood Forest,1748,453,48,27.2,G7,482
4157,29350155,4600 Cat Mountain Drive,78731,30.35317,-97.778263,956568,3932,243.28,Cat Mountain,1719,453,48,18.9,M9,213
4158,83814740,12353 Ballerstedt Road,78621,30.335455,-97.464183,1291935,5374,240.4,,2209,453,48,31,M20,0
4159,29373223,7708 Navajo Pass,78641,30.433043,-97.895654,526718,3315,158.89,,1765,453,48,31.3,P5,0
4160,29331395,3704 Mission Creek Drive,78735,30.282439,-97.880016,868062,3350,259.12,,1908,453,48,23.3,K6,1
4161,111372467,12617 Black Hills Drive,78739,30.145646,-97.853047,402199,3217,125.02,Olympic Heights,1775,453,48,28.1,F7,164
4162,29389070,21967 Silvia Drive,78621,30.266193,-97.472457,155081,1512,102.57,Estates at Wilbarger Creek,2210,453,48,37.2,J20,0
4163,29499877,8403 La Plata Loop,78737,30.203645,-97.920246,567888,3160,179.71,Overlook at Lewis Mountain,1733,453,48,25.8,H4,51
4164,52832697,8694 Ken Aaron Court,78717,30.493764,-97.736412,497316,4082,121.83,Avery Ranch,20510,491,48,29.9,R11,0
4165,29353246,5306 Backtrail Drive,78731,30.362137,-97.783574,712172,2960,240.6,North Cat Mountain,1705,453,48,20.3,N9,300
4166,29443916,1901 Rendova Lane,78660,30.419729,-97.622155,246134,1458,168.82,Mountain Creek,1841,453,48,24.1,P15,7
4167,80103628,12504 Timber Heights Drive,78754,30.369507,-97.64993,238096,1633,145.8,Pioneer Crossing West,1834,453,48,23.6,N14,271
4168,29476588,606 Cardinal Lane,78704,30.232589,-97.766371,539871,864,624.85,Galindo,1307,453,48,20.4,I10,2734
4169,29325489,802 Spofford Street,78704,30.260524,-97.766872,758580,1740,435.97,Zilker,1303,453,48,20.6,J10,3138
4170,29404203,6220 Walnut Hills Drive,78723,30.309531,-97.676346,399649,1888,211.68,University Hills,2112,453,48,26.2,L13,1681
4171,29380045,18004 Crystal Cove,78645,30.480314,-97.921861,662455,2877,230.26,,1780,453,48,39.3,R4,0
4172,2116288513,9101 Sweetgum Drive,78748,30.17878,-97.8168,389265,1572,247.62,Westwood Heights,2423,453,48,34,G8,783
4173,29371510,11724 D-K Ranch Road,78759,30.428026,-97.767875,416553,2132,195.38,,1756,453,48,21.1,P10,644
4174,29468872,4607 Timber Creek Cove,78617,30.181973,-97.642098,153091,576,265.78,,2433,453,48,33.5,G14,166
4175,70330369,12026 Pleasant Panorama View,78738,30.320806,-97.919162,773559,4950,156.27,,1784,453,48,25.3,L4,0
4176,64790932,3806 Bliss Spillar Road,78652,30.150817,-97.8788,510874,3241,157.63,,1775,453,48,28.1,F6,5
4177,29498363,7817 Finch Trail,78745,30.199943,-97.824229,322609,1598,201.88,Cherry Creek,1729,453,48,26.6,H8,829
4178,29427951,10003 Derringer Trail,78753,30.36669,-97.687737,322653,2392,134.89,North Lamar,1823,453,48,24.9,N12,2372
4179,29373833,11709 Lemens Spice Cove,78750,30.435971,-97.783129,480624,2334,205.92,,1782,453,48,25,P9,666
4180,58299991,4301 Rum Runner Road,78734,30.401381,-97.923023,831226,4180,198.86,,1741,453,48,24.9,O4,0
4181,29352621,724 Vanguard,78738,30.361962,-97.993369,512377,3422,149.73,,1771,453,48,34.7,N2,0
4182,29433651,10503 Little Pebble Drive,78758,30.382983,-97.710075,323991,1908,169.81,Quail Hollow,1821,453,48,21.7,N12,2372
4183,58309428,17611 Wiseman Drive,78660,30.466157,-97.632058,210469,1464,143.76,Swenson Farms,1861,453,48,24.6,Q14,0
4184,29400336,10715 Parsons Road,78653,30.304413,-97.512087,263251,1436,183.32,The Post Oak,2210,453,48,37.2,L18,0
4185,116080578,4213 Arrow Wood Road,78613,30.526976,-97.759036,686291,3950,173.74,,20315,491,48,26.5,S10,12
4186,64457487,5221 Mount Bonnell Road,78731,30.336209,-97.776034,1164814,1538,757.36,Balcones Park,1719,453,48,18.9,M9,213
4187,28595398,38 Country Oaks Drive,78610,30.122801,-97.879964,519148,3161,164.24,,10901,209,48,34.5,E6,0
4188,70335830,6423 Soter Pkwy,78735,30.265503,-97.841904,975178,3366,289.71,,1914,453,48,22.2,J7,60
4189,29413972,2706 Allandale Road,78756,30.335263,-97.748255,455011,1614,281.92,Allandale,1501,453,48,18.7,M10,581
4190,29434957,14612 Cameron Road,78660,30.3428,-97.5407,284538,1722,165.24,,2209,453,48,31,M17,0
4191,29508623,4406 Lendall Lane,78744,30.177617,-97.760072,214735,1381,155.49,Meadows Lake,2427,453,48,29.3,G10,710
4192,185183824,2642 Deep River Circle,78665,30.503413,-97.621965,515574,4175,123.49,Lake Forest,20708,491,48,24.5,R15,0
4193,29577385,210 Morningside Circle,78634,30.486112,-97.546577,343759,2436,141.12,,20809,491,48,31.5,R17,0
4194,29342618,16515 Flint Rock Road,78738,30.331507,-97.994645,621395,3500,177.54,Vistas at Lakeway,1773,453,48,30.8,L2,0
4195,64585442,11924 Briarcreek Loop,78653,30.319014,-97.534964,181082,1332,135.95,Briarcreek,2209,453,48,31,L18,0
4196,29331086,1730 Ben Crenshaw Way,78746,30.28355,-97.843391,641518,3242,197.88,,1917,453,48,23.6,K7,70
4197,29426820,9000 Viking Drive,78758,30.362933,-97.706914,260540,1688,154.35,North Austin Civic Association,1819,453,48,21,N12,2372
4198,29577574,15910 Ruel Cove,78717,30.497013,-97.744813,421285,3224,130.67,Avery Ranch,20510,491,48,29.9,R10,86
4199,29353710,4020 Far West Boulevard,78731,30.359709,-97.765843,569803,2061,276.47,Marbry's Ridge,1751,453,48,21.1,M10,581
4200,29466746,5500 Sapote Court,78744,30.195365,-97.748854,177057,1335,132.63,Franklin Park,2411,453,48,24.5,H10,2190
4201,29378546,2203 Granger Lane,78613,30.465342,-97.840899,324878,2484,130.79,,1765,453,48,31.3,Q7,11
4202,29365886,16521 Kidd Lane,78734,30.413012,-97.940359,1487034,6299,236.07,,1741,453,48,24.9,O4,0
4203,67001485,8800 Hazelhurst Drive,78729,30.461501,-97.771103,296793,2011,147.58,Springwoods,20409,491,48,24.8,Q9,781
4204,79980238,14818 Broken Bow Trail,78734,30.38385,-97.929366,246884,778,317.33,,1742,453,48,30.1,N4,0
4205,83824851,409 North Cascades Avenue,78660,30.466847,-97.618981,191815,1314,145.98,Swenson Farms,1855,453,48,24.2,Q15,0
4206,29440078,12407 Knoll Ridge Drive,78758,30.409233,-97.684398,390194,2776,140.56,River Oak Lake Estates,1826,453,48,20.8,O12,970
4207,64778913,3002 Shady Park Drive,78723,30.292801,-97.685892,357019,1335,267.43,Pecan Springs Springdale,2107,453,48,23.8,K12,1229
4208,29517196,606 Arroyo Vista Drive,78652,30.128307,-97.830205,342059,1633,209.47,,2407,453,48,32.1,E7,0
4209,29360689,111 Explorer Cove,78734,30.377119,-97.976902,500200,2933,170.54,,1771,453,48,34.7,N2,0
4210,60135194,4006 Louise Lee Drive,78725,30.239802,-97.587515,199733,1722,115.99,Chaparral Crossing,2207,453,48,36.5,I16,0
4211,80105446,12012 Oaklynn Court,78653,30.36238,-97.535487,225282,2047,110.05,Presidential Meadows,1856,453,48,26.4,N18,0
4212,29422423,1907 Pompton Drive,78757,30.356099,-97.725605,411170,1306,314.83,Wooten,1818,453,48,22.1,M11,1728
4213,64541312,20113 Panther Drive,78660,30.488168,-97.589848,302970,2283,132.71,,1855,453,48,24.2,R16,0
4214,29336282,1800 Lakeshore Drive,78746,30.298537,-97.789199,1984068,2640,751.54,Island Way,1913,453,48,23.9,K9,269
4215,58317879,1601 Speaking Rock,78641,30.526581,-97.88588,310151,1200,258.46,Grand Mesa at Crystal Falls,1766,453,48,35.9,S5,0
4216,29465649,2402 Whirlaway Drive,78617,30.213872,-97.520942,169579,1344,126.17,,2433,453,48,33.5,H18,0
4217,29370222,7901 Yaupon Drive,78750,30.423659,-97.777588,566541,3833,147.81,,1755,453,48,25.2,P9,666
4218,29353934,6311 Sprucewood Cove,78731,30.35977,-97.786685,630576,2376,265.39,Village at Meadow Mountain,1719,453,48,18.9,M9,213
4219,29365221,10209 Sausalito Drive,78759,30.407424,-97.765221,514300,2680,191.9,,1757,453,48,23,O10,965
4220,70343498,1307 Melissa Oaks Lane,78747,30.162059,-97.7849,300080,2281,131.56,Crossings at Onion Creek,2425,453,48,30.8,G9,1343
4221,88020138,15800 Edenderry,78717,30.495969,-97.758711,389772,2651,147.03,Avery Ranch,20510,491,48,29.9,R10,86
4222,79980805,1444 Buffalo Gap Road,78734,30.382177,-97.954263,686542,3089,222.25,Bella Montagna,1741,453,48,24.9,N3,0
4223,29365887,16401 Kidd Lane,78734,30.41237,-97.937744,2146744,3403,630.84,,1741,453,48,24.9,O4,0
4224,29344936,1700 Canyon Edge Drive,78733,30.339097,-97.862086,532412,2648,201.06,Austin Lake Hills,1783,453,48,27.1,M6,0
4225,120899962,8501 Vantage Point Drive,78737,30.232153,-97.905878,445445,2324,191.67,West Oak Hill,1733,453,48,25.8,I5,175
4226,83831423,16905 Cameron Road,78653,30.411459,-97.539042,297613,2128,139.86,Magnolia Ranch Estates,1859,453,48,35.3,O17,0
4227,70337027,130 Vailco Lane,78738,30.336208,-97.950806,926838,5359,172.95,Vistas at Lakeway,1784,453,48,25.3,M3,0
4228,58298654,8402 Greenflint Lane,78759,30.376489,-97.754692,400079,3266,122.5,Mesa Forest,1706,453,48,21.9,N10,580
4229,29384275,1108 East 2nd Street,78702,30.261119,-97.732246,512475,1364,375.71,East Cesar Chavez,902,453,48,23.7,J11,4461
4230,29347611,3801 Ranch Creek Drive,78730,30.355749,-97.845946,701728,3203,219.08,,1761,453,48,24.9,M7,23
4231,64681923,12702 Wright Road,78610,30.094675,-97.757636,377192,1118,337.38,,2434,453,48,32.3,D10,0
4232,29468007,5802 Walnut Hollow Cove,78744,30.192485,-97.730499,221704,1488,148.99,Southeast Austin,2431,453,48,23.7,H11,855
4233,83826394,4200 Verano Drive,78735,30.278159,-97.886193,1530948,4697,325.94,,1908,453,48,23.3,K5,0
4234,29502976,11905 Jess Drive,78737,30.19306,-97.931268,451077,2316,194.77,Smokey Mountain Oaks,1733,453,48,25.8,H4,51
4235,29472962,2107 La Casa Drive,78704,30.246999,-97.780182,1117122,2740,407.71,Barton Hills,1901,453,48,19.1,J9,629
4236,29575387,13010 Debarr Drive,78729,30.446317,-97.75633,259072,1387,186.79,Indian Oaks,20411,491,48,27,P10,644
4237,29356093,8511 Bell Mountain Drive,78730,30.375099,-97.818479,938669,3526,266.21,Long Canyon,1761,453,48,24.9,N8,22
4238,29362779,1205 Brooks Hollow Road,78734,30.388981,-97.971381,938409,1352,694.09,,1771,453,48,34.7,N3,0
4239,29366903,7090 Comanche Trail,78732,30.413731,-97.892338,929799,2928,317.55,Marshall Ford,1765,453,48,31.3,O5,0
4240,29340537,2600 Buckminster Court,78746,30.311636,-97.78403,1191109,4092,291.08,Island Way,1913,453,48,23.9,L9,60
4241,125159127,2107 East 8th Street,78702,30.262424,-97.718619,708338,2253,314.4,Blackshear-Prospect Hill,901,453,48,18.4,J11,4461
4242,29340967,12217 Lake Stone Drive,78738,30.3172,-97.921571,534072,3454,154.62,,1784,453,48,25.3,L4,0
4243,29331550,1515 Murray Lane,78703,30.284005,-97.756744,1231721,2708,454.85,Enfield,1605,453,48,16.9,K10,2152
4244,64528792,9000 Appaloosa Run,78737,30.191714,-97.937982,447347,2168,206.34,Appaloosa Run,1733,453,48,25.8,H4,51
4245,64562666,13800 Lone Rider Trail,78738,30.303036,-97.963931,674371,3983,169.31,,1768,453,48,33.1,K3,0
4246,70344287,219 Vailco Lane,78738,30.33178,-97.956226,945101,5251,179.98,Vistas at Lakeway,1784,453,48,25.3,L3,0
4247,83826934,7917 Big View Drive,78730,30.346781,-97.876095,3778551,8442,447.59,Austin Lake Hills,1760,453,48,33.2,M6,0
4248,29375159,13704 Bullick Hollow Road,78726,30.437401,-97.872617,414574,2683,154.52,,1765,453,48,31.3,P6,1
4249,29364654,4505 Poteau Circle,78734,30.405798,-97.92409,424222,1995,212.64,,1741,453,48,24.9,O4,0
4250,29471612,15100 Pocmont Trail,78719,30.077074,-97.646216,163253,1728,94.48,,2436,453,48,26.7,D14,0
4251,29516733,11025 Ballybunion Place,78747,30.133298,-97.778891,315908,1927,163.94,,2428,453,48,31.4,F9,381
4252,29404160,5900 North Hampton Road,78723,30.311043,-97.685699,438926,1779,246.73,University Hills,2106,453,48,19.9,L12,3612
4253,120902706,2407 Berkshire Way,78613,30.51953,-97.865583,348135,2581,134.88,,20328,491,48,28.7,S6,0
4254,83822840,4521 Mont Blanc Drive,78738,30.32216,-97.985545,483362,3208,150.67,,1773,453,48,30.8,L2,0
4255,29375234,15737 Booth Circle,78641,30.435956,-97.908421,564386,2272,248.41,,1765,453,48,31.3,P5,0
4256,29411976,2103 Vanderbilt Lane,78723,30.320764,-97.683465,416172,1868,222.79,Coronado Hills,2112,453,48,26.2,L12,3612
4257,29363493,12406 Cedar Street,78732,30.392544,-97.878541,690049,3414,202.12,Marshall Ford,1765,453,48,31.3,O6,0
4258,29421953,6904 William Wallace Way,78754,30.351372,-97.609262,266935,2277,117.23,Harris Branch,1856,453,48,26.4,M15,114
4259,29352169,216 Hazeltine Drive,78734,30.359852,-97.964806,430498,2779,154.91,Bella Montagna,1778,453,48,28.7,M3,0
4260,29458872,1502 Alta Vista Avenue,78704,30.245975,-97.742493,664390,2079,319.57,Travis Heights,1402,453,48,22.6,J10,3138
4261,64852780,20721 Ed Acklin Road,78653,30.272926,-97.490035,430439,2632,163.54,Kingsbery Park,2210,453,48,37.2,J19,0
4262,29462792,1301 Saint Edward's Drive,78704,30.229454,-97.747208,464839,1972,235.72,St. Edwards,2308,453,48,23.4,I10,2734
4263,29326787,5015 Timberline Drive,78746,30.272919,-97.795536,971791,1972,492.79,Timberline Ridge,1919,453,48,17.2,J9,629
4264,29354239,14002 Washoe Circle,78734,30.368353,-97.923079,266159,1196,222.54,,1742,453,48,30.1,N4,0
4265,29471641,10901 Maha Loop Road,78719,30.086792,-97.660096,177515,1792,99.06,,2436,453,48,26.7,D13,0
4266,29488921,4326 Dos Cabezas Drive,78749,30.214885,-97.844678,414364,3302,125.49,Sunset,1776,453,48,25.9,H7,476
4267,83828021,5918 Turnersville Road,78610,30.072464,-97.726821,396238,2016,196.55,,2434,453,48,32.3,D11,0
4268,29389115,22514 Deidra Drive,78621,30.26839,-97.461881,162213,1344,120.69,Estates at Wilbarger Creek,2210,453,48,37.2,J20,0
4269,29386686,4703 Munson Street,78721,30.268663,-97.691626,325753,1464,222.51,Johnston Terrace,2111,453,48,23.1,J12,1191
4270,29475711,5701 Oakclaire Drive,78735,30.242398,-97.850409,404782,2141,189.06,,1915,453,48,20.3,I7,511
4271,29479309,7104 Whispering Creek Court,78736,30.236173,-97.883033,327726,1528,214.48,West Oak Hill,1769,453,48,27.9,I6,373
4272,88023297,11600 Fletcher Hall Lane,78717,30.498458,-97.792271,333492,2244,148.61,,20311,491,48,26,R9,223
4273,83815708,3905 Vail Divide,78738,30.325777,-97.980474,665871,4326,153.92,,1773,453,48,30.8,L2,0
4274,2094197474,7125 Kellam Road,78617,30.157049,-97.618049,257934,1400,184.24,Berdoll Farms,2435,453,48,26.7,F15,0
4275,58299333,8409 Adirondack Trail,78759,30.379233,-97.759102,542319,2011,269.68,Mesa Forest,1706,453,48,21.9,N10,580
4276,67008092,10608 Medinah Greens Drive,78717,30.507131,-97.756608,616517,4073,151.37,Avery Ranch,20509,491,48,27.4,S10,12
4277,29566622,10907 Hard Rock Road,78750,30.453634,-97.811283,282992,1828,154.81,Anderson Mill,20404,491,48,28,Q8,606
4278,29338218,342 Saint Stephen's School Road,78746,30.306114,-97.838271,1214092,3984,304.74,,1912,453,48,21.5,L7,4
4279,29363681,1804 Kingfisher Ridge Cove,78645,30.394792,-97.972624,2481534,6907,359.28,,1780,453,48,39.3,O2,0
4280,29592218,13028 Partridge Bend Drive,78729,30.450645,-97.762941,335081,2406,139.27,Hunter's Chase,20410,491,48,25.5,Q10,62
4281,29412168,5410 Woodview Avenue,78757,30.329315,-97.744548,565489,1948,290.29,Allandale,206,453,48,20.8,L10,552
4282,29471147,10017 FM 1625,78747,30.117427,-97.71442,346250,2296,150.81,,2432,453,48,33.1,E11,0
4283,29416464,7500 Northcrest Boulevard,78757,30.339195,-97.710404,380589,1540,247.14,Georgian Acres,1804,453,48,28.6,M12,4350
4284,2088688316,8200 Southwest Parkway,78735,30.259315,-97.881628,522629,2188,238.86,Williamson,1908,453,48,23.3,J6,127
4285,29474467,10104 Murmuring Creek Drive,78736,30.252206,-97.918492,342135,1705,200.67,,1769,453,48,27.9,J4,0
4286,28590998,13401 Copper Hills Drive,78652,30.14272,-97.878862,459507,3063,150.02,,10901,209,48,34.5,F6,5
4287,29362623,15001 General Williamson Drive,78734,30.387628,-97.929294,448775,2559,175.37,,1742,453,48,30.1,N4,0
4288,29507630,4105 Idalia Drive,78749,30.182962,-97.86269,392118,2412,162.57,Brodie Springs,1740,453,48,24.1,G6,10
4289,29511997,4413 Lost Oasis Hollow,78739,30.170661,-97.874322,464964,3121,148.98,Shady Hollow,1775,453,48,28.1,G6,10
4290,29377173,13104 Sinton Lane,78729,30.443699,-97.747851,306311,2267,135.12,Bancroft Woods,1785,453,48,22.9,P10,644
4291,29434511,1300 Tuxford Cove,78753,30.385445,-97.658314,211969,1487,142.55,High Pointe,1835,453,48,27.9,N13,928
4292,29429009,903 Salem Lane,78753,30.366438,-97.678946,316937,2306,137.44,Windsor Hills,1833,453,48,26.4,N13,928
4293,29374378,9813 Mandeville Circle,78750,30.438024,-97.804098,495194,2618,189.15,,1781,453,48,27.6,P8,115
4294,29495798,8400 Treehouse Lane,78749,30.203447,-97.845801,722308,3720,194.17,Woodstone Village,1777,453,48,27.4,H7,476
4295,58305794,12102 Wycliff Lane,78727,30.417942,-97.727402,382667,1867,204.96,Angus Valley,1828,453,48,23.6,O11,1088
4296,29406511,5205 Avenue H,78751,30.315991,-97.719644,413393,1045,395.59,North Loop,305,453,48,20.8,L11,1494
4297,58301584,8212 View Ridge Drive,78724,30.299353,-97.626743,161118,1210,133.16,Loma Vista,2202,453,48,30,K14,731
4298,83827455,3700 Verano Drive,78735,30.283052,-97.887694,1553355,4410,352.23,,1908,453,48,23.3,K5,0
4299,29339540,10409 Indigo Broom Loop,78733,30.310968,-97.895808,592699,3676,161.23,,1784,453,48,25.3,L5,0
4300,29493587,7203 Scenic Oaks Circle,78745,30.202602,-97.81457,275395,1265,217.7,Whispering Oaks,1728,453,48,27.7,H8,829
4301,122188213,699 Stone View Trail,78737,30.193538,-98.008072,336572,2051,164.1,,10806,209,48,32,H1,0
4302,70337051,114 Whitley Drive,78738,30.33584,-97.957569,855172,6176,138.47,Vistas at Lakeway,1784,453,48,25.3,M3,0
4303,29463544,10401 Platt Lane,78725,30.23209,-97.642477,230860,2032,113.61,Garden Valley Village,2207,453,48,36.5,I14,3
4304,29365610,2926 Thurman Road,78645,30.411216,-97.980391,1865511,8086,230.71,,1780,453,48,39.3,O2,0
4305,2101477402,2501 Berwyn Circle,78745,30.21657,-97.805317,407223,2368,171.97,Flournoy Acres,1713,453,48,25.6,H8,829
4306,29342735,4910 West Park Drive,78731,30.327052,-97.75342,535506,1456,367.79,Allandale,101,453,48,17,L10,552
4307,29452132,16104 Stoneham Circle,78660,30.450275,-97.645797,144511,940,153.74,,1860,453,48,23.2,Q14,0
4308,60137821,1506 Santolina Court,78660,30.439539,-97.60371,256138,2101,121.91,Bohls Place,1858,453,48,28.5,P15,7
4309,144992571,13128 Elm Grove Road,78610,30.045619,-97.705657,347171,2125,163.37,,2434,453,48,32.3,C12,7
4310,29411582,5410 Roosevelt Avenue,78756,30.325724,-97.733869,388256,752,516.3,Broadacres,205,453,48,20.5,L11,1494
4311,70336868,6201 Soter Pkwy,78735,30.262284,-97.84479,1141093,5153,221.44,,1914,453,48,22.2,J7,60
4312,29371421,11909 Knights Bridge,78759,30.430434,-97.767878,363707,1707,213.07,,1756,453,48,21.1,P10,644
4313,29332982,6503 Torrey Pines Cove,78746,30.287211,-97.840443,720930,2606,276.64,,1917,453,48,23.6,K7,70
4314,29430612,3613 Claburn Drive,78759,30.37335,-97.743917,313747,1490,210.57,North Shoal Creek,1707,453,48,21.4,N10,580
4315,70343659,2417 National Park,78747,30.152016,-97.78539,317113,2601,121.92,Crossings at Onion Creek,2425,453,48,30.8,F9,381
4316,83825147,1809 Ford Street,78704,30.252981,-97.771837,1013704,2338,433.58,Zilker,1304,453,48,22.3,J9,629
4317,29367128,17814 Cottage Lane,78645,30.417301,-97.962212,648451,1508,430.01,,1780,453,48,39.3,O3,0
4318,29328884,3305 Desert Willow Cove,78735,30.279173,-97.868118,927568,3431,270.35,,1908,453,48,23.3,K6,1
4319,29365937,4919 Doss Road,78734,30.415981,-97.9333,421776,2247,187.71,,1741,453,48,24.9,O4,0
4320,29497896,7401 Pozito Court,78745,30.197646,-97.809297,298096,1681,177.33,Whispering Oaks,1728,453,48,27.7,H8,829
4321,29361615,13012 Medina River Way,78732,30.382045,-97.896777,421475,2671,157.8,Marshall Ford,1760,453,48,33.2,N5,0
4322,29445002,2605 Harrowden Drive,78727,30.425713,-97.699706,324103,1713,189.2,Lamplight Village,1848,453,48,21.4,P12,350
4323,29480050,1801 Forestglade Drive,78745,30.223734,-97.789256,313766,1126,278.66,South Manchaca,2002,453,48,27.2,I9,1680
4324,58301726,7204 Shannon Drive,78724,30.304234,-97.639261,203456,1830,111.18,Colony Park,2202,453,48,30,L14,197
4325,58315476,4322 Bremner Drive,78749,30.193814,-97.85743,357666,1826,195.87,Maple Run,1740,453,48,24.1,H6,376
4326,29452251,500 Parkview Drive,78660,30.447425,-97.620022,204717,1500,136.48,Meadow Park,1862,453,48,29.3,P15,7
4327,29347278,4 Stillmeadow Drive,78738,30.346533,-97.994238,406104,2101,193.29,,1773,453,48,30.8,M2,0
4328,64660826,209 Copperleaf Road,78734,30.371489,-97.975062,518560,3291,157.57,,1771,453,48,34.7,N2,0
4329,29440281,1723 East Pflugerville Parkway,78660,30.408386,-97.632163,141782,720,196.92,Swenson Farms,1841,453,48,24.1,O14,187
4330,29450304,301 12th Street,78660,30.442278,-97.630863,244463,2132,114.66,Meadow Park,1841,453,48,24.1,P14,0
4331,29471591,10137 Maha Loop Road,78719,30.08289,-97.663545,220176,2044,107.72,Shannon Acres,2436,453,48,26.7,D13,0
